sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge_bob(C),totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
9,13695,LD2,1470,750,4.0267352401666665,4.703025388749868e-05,0.0193674,0.0173658,0.955921,0.955924
9,13698,LD2,1470,750,4.026634478,9.637587458357844e-05,0.00210716,0.00190175,0.949134,0.949137
9,13699,LD2,1470,750,4.026634163067568,9.591944280700688e-05,0.0221985,0.0199993,0.956659,0.956664
9,13700,LD2,1470,750,4.026611614179104,0.0001081208220733,0.0165189,0.0149371,0.954203,0.954208
9,13710,LD2,1470,750,4.026838165135135,6.29439848072329e-05,-99.0,0.00832891,0.948793,0.948797
9,13711,LD2,1470,750,4.0268545971666665,6.344850417191549e-05,-99.0,0.00522394,0.949834,0.94984
9,13712,LD2,1470,750,4.026855598964029,9.062064174828468e-05,0.0852457,0.0763974,0.950815,0.950819
9,13714,LD2,1470,750,4.026908690655738,7.725709898319964e-05,0.0836207,0.0749529,0.941172,0.941177
9,13715,LD2,1470,750,4.026943985273159,8.770159485171783e-05,0.0828236,0.0742229,0.952461,0.952467
9,13716,LD2,1470,750,4.0269639726621165,0.0001289192904098,0.0820648,0.0735536,0.935325,0.93533
9,13717,LD2,1470,750,4.026966912360515,0.000149564393775,0.020922,0.0187537,0.935827,0.935831
9,13721,LD2,1470,750,4.026929478691407,0.0001050118146107,0.0486308,0.0435925,0.938205,0.93821
9,13723,LD2,1470,750,4.0269953564653465,0.0001407357627775,0.0949015,0.0850759,0.952694,0.952699
9,13724,LD2,1470,750,4.027077439885714,0.0002077464614103,0.016883,0.0145017,0.955496,0.955501
9,13727,LD2,1470,750,4.0270193041980615,0.0001785173531135,0.0822251,0.0737204,0.942789,0.942794
9,13728,LD2,1470,750,4.027010746383721,0.0001194216506743,0.0824066,0.0738623,0.942276,0.94228
9,13729,LD2,1470,750,4.0269777999709575,0.0002013617303301,0.0849996,0.0762218,0.95758,0.957585
9,13731,LD2,1470,750,4.027007567512639,0.0001904615032919,0.0844122,0.0756742,0.958589,0.958593
9,13732,LD2,1470,750,4.026923761001564,0.0002261128363807,0.0902451,0.0809645,0.962158,0.962162
9,13734,LD2,1470,750,4.027004255216907,0.000131669268948,0.0808851,0.0725146,0.965349,0.965353
9,13736,LD2,1470,750,4.027001589400631,0.0001272795956919,0.0858116,0.0769201,0.965558,0.965562
9,13737,LD2,1470,750,4.026836957449276,0.0003674775616785,0.0277205,0.0237798,0.963646,0.963651
9,13746,LD2,1470,750,4.0264374557494405,0.0007185987537811,0.0609275,0.0546688,0.961174,0.961179
9,13748,LD2,1470,750,4.026703214578791,0.0005688601493222,0.0866469,0.0776923,0.956152,0.956155
9,13749,LD2,1470,750,4.0267453990662645,0.0005046120284139,0.0596859,0.0525515,0.958676,0.95868
9,13753,LD2,1470,750,4.026415874608599,0.0007400320509805,0.0602059,0.0540108,0.961723,0.961727
9,13754,LD2,1470,750,4.025650780346535,0.0005972195820514,0.00393575,0.00356059,0.958916,0.958921
9,13755,LD2,1470,750,4.026708501999999,0.0006253021243648,0.0504041,0.0442855,0.953657,0.953661
9,13756,LD2,1470,750,4.0265116656521736,0.000706460918509,0.00221389,0.00147932,0.966261,0.966261
9,13757,LD2,1470,750,4.02699108875,4.7875085778161285e-05,0.00215046,0.00147072,0.962895,0.962893
9,13758,LD2,1470,750,4.027001536666666,3.446808268211077e-05,0.00219645,0.00146646,0.961501,0.961506
9,13760,LD2,1470,750,4.026980808,1.7289545643952743e-05,0.00212486,0.00144441,0.970743,0.970746
9,13761,LD2,1470,750,4.027023602666667,2.782351304403691e-05,0.0126315,0.00146737,0.966354,0.966356
9,13764,LD2,1470,750,4.026759002874495,0.0005713283894197,0.0423307,0.0379567,0.958697,0.958699
9,13765,LD2,1470,750,4.026865345,0.0004483753754044,0.0442938,0.0397089,0.961957,0.96196
9,13766,LD2,1470,750,4.026943961861472,0.0003064275547091,0.0446992,0.0400685,0.96717,0.967173
9,13767,LD2,1470,750,4.026822217372092,0.0005334058461953,0.0379721,0.0340459,0.960006,0.960009
9,13770,LD2,1470,750,4.026833354566116,0.0004919929073491,0.0453756,0.0406726,0.955039,0.955043
9,13771,LD2,1470,750,4.026965312110092,0.0002256722545799,0.0191226,0.00980597,0.951157,0.951159
9,13773,LD2,1470,750,4.026556613547297,0.000730366348924,0.0434849,0.0390088,0.953171,0.953175
9,13775,LD2,1470,750,4.026056335682382,0.0008193848737517,0.0160538,0.0144313,0.957526,0.95753
9,13776,LD2,1470,750,4.026897434932936,0.0004665852249361,0.0631364,0.0565864,0.950202,0.950205
9,13777,LD2,1470,750,4.026794435359342,0.0005531932107568,0.0433373,0.0388474,0.963656,0.963659
9,13778,LD2,1470,750,4.026801277066531,0.0005377315461491,0.088286,0.0791555,0.950004,0.950007
9,13779,LD2,1470,750,4.02679502074795,0.0005345584178218,0.0876213,0.0785586,0.949878,0.949881
9,13793,LD2,1470,750,4.026579532630057,0.0007028761256982,0.0267659,0.0240071,0.951103,0.951107
9,13797,LD2,1470,750,4.026945807965117,0.0002607840087813,0.0507723,0.045499,0.95295,0.952953
9,13798,LD2,1470,750,4.026957582568807,0.0002825053840274,0.0427832,0.0383296,0.963683,0.963687
9,13799,LD2,1470,750,4.02662034370297,0.0006770460940745,0.0397535,0.035655,0.956673,0.956677
