runnum,ebeam_mean,ebeam_std
12968,9.85935390041494,0.00018639632746910272
12969,9.859331726078798,0.00018503815907650398
12970,9.85936629984051,0.0002447689646472276
12971,9.859270971962617,0.00018655809399052998
12972,9.859124716553287,0.0002714681865222302
12975,9.859533691275168,0.00016885970904171826
12976,9.859515028901733,0.0001532701480806197
12977,9.859553660130718,0.0001892566887996012
12979,9.85932552631579,0.00017847049979821512
12980,9.859472228915662,0.00017550749446516145
12982,9.858967549770291,0.00032350097816277366
12983,9.859327536231884,0.0002644176765720544
12984,9.859591980360065,0.0001633095409666261
12986,9.859469564586357,0.0002502930531695762
12987,9.85947544680851,0.00022940784770759313
12988,9.859412892561984,0.0002639193335999828
12989,9.859427116279068,0.00030079499098683746
13000,9.859110368217054,0.00024339679553197786
13029,9.85914806620209,0.00026671079527190895
13030,9.859210190972222,0.000247669060373565
13034,9.859380265017668,0.0002824803548562781
13035,9.859708239564428,0.0002449437500447563
13036,9.85980918699187,0.0002480891982030356
13038,9.859466413043478,0.0003761184799102555
13039,9.859481132867133,0.00050535616080954
13040,9.85938007267442,0.0004114197670224428
13044,9.859285199275362,0.00016026395015682635
13045,9.85945461211477,0.00024722671011445695
13048,9.85961906862745,0.00017838524535240772
13049,9.859296803394624,0.00028941617424325776
13050,9.859262737226278,0.00024203847187128822
13051,9.859318563922942,0.00026298162972669133
13052,9.859350348162476,0.00024311662325218685
13053,9.859341904761903,0.00020276193048865195
13054,9.859319786096258,0.0002328295449908952
13055,9.859329012345679,0.00017454612243522041
13058,9.85924623931624,0.00024104981045949275
13059,9.859247861163228,0.00026053286100741527
13060,9.859198151986183,0.000220024073176726
13061,9.85926431177446,0.00022941348511698806
13062,9.859392078313252,0.00021659204630194648
13063,9.85937834048641,0.00022886876084508932
